# Program:featureCounts v2.0.3; Command:"featureCounts" "-s" "1" "-t" "gene" "-g" "gene_id" "-a" "/shared/ngs/illumina/henikoff/databases/human/hg19/gencode.v19.annotation.GRCh37.p13.gtf" "-o" "NK_hs_2006_S53.featureCounts.gene.tab" "NK_hs_2006_S53.bam" 
Geneid	Chr	Start	End	Strand	Length	NK_hs_2006_S53.bam
ENSG00000233172.2	chr9	67789674	67789866	+	193	0
ENSG00000236233.3	chr9	67792167	67794649	+	2483	0
ENSG00000170215.4	chr9	67792938	67794111	-	1174	0
ENSG00000240165.2	chr9	67858947	67859228	-	282	0
ENSG00000252878.1	chr9	67864533	67864627	+	95	0
ENSG00000223983.1	chr9	67864636	67864981	+	346	0
ENSG00000233434.3	chr9	67924791	67925210	-	420	0
ENSG00000196774.3	chr9	67926761	67969840	+	43080	0
ENSG00000238397.1	chr9	67937393	67937499	+	107	0
ENSG00000155282.7	chr9	67968793	67987998	+	19206	0
ENSG00000233555.2	chr9	68176988	68177568	-	581	0
ENSG00000234042.1	chr9	68298799	68299489	+	691	0
ENSG00000268951.1	chr9	68315598	68316175	+	578	0
ENSG00000224267.1	chr9	68324611	68340644	+	16034	0
ENSG00000225360.1	chr9	68325436	68325907	+	472	0
ENSG00000228656.1	chr9	68357280	68358558	-	1279	0
ENSG00000226020.4	chr9	68370604	68370975	-	372	0
ENSG00000239684.2	chr9	68371626	68371877	-	252	0
ENSG00000225411.2	chr9	68397878	68409893	-	12016	0
ENSG00000207277.1	chr9	68408924	68409041	+	118	0
ENSG00000232815.1	chr9	68413482	68414196	-	715	0
ENSG00000266017.1	chr9	68415308	68415388	+	81	0
ENSG00000215548.2	chr9	68427861	68455375	-	27515	1
ENSG00000263754.1	chr9	68512346	68512422	+	77	0
ENSG00000263614.1	chr9	68513105	68513187	+	83	0
ENSG00000229789.1	chr9	68726629	68745997	+	19369	5
ENSG00000204794.6	chr9	68741234	68809906	-	68673	6
ENSG00000266021.1	chr9	68997409	68997484	-	76	0
ENSG00000238919.1	chr9	69001999	69002081	-	83	0
ENSG00000239070.1	chr9	69002239	69002321	-	83	0
ENSG00000233961.1	chr9	69065655	69084989	+	19335	8
ENSG00000227558.4	chr9	69080240	69147854	-	67615	5
ENSG00000231242.1	chr9	69082536	69108793	-	26258	0
ENSG00000237543.1	chr9	69146939	69149621	+	2683	0
ENSG00000240907.1	chr9	69174213	69179458	-	5246	0
ENSG00000204793.4	chr9	69199480	69202204	-	2725	0
ENSG00000204790.8	chr9	69204538	69269662	-	65125	44
ENSG00000196400.3	chr9	69252845	69254032	+	1188	0
ENSG00000204788.3	chr9	69377902	69380597	-	2696	2
ENSG00000172014.11	chr9	69381812	69425560	+	43749	2
ENSG00000238551.1	chr9	69392612	69392718	+	107	0
ENSG00000224185.1	chr9	69451764	69452598	+	835	1
ENSG00000229156.1	chr9	69475237	69475614	+	378	0
ENSG00000224106.1	chr9	69477881	69478916	+	1036	0
ENSG00000224762.1	chr9	69485458	69486244	-	787	0
ENSG00000235832.2	chr9	69498582	69499487	-	906	0
ENSG00000235310.1	chr9	69501018	69502204	+	1187	0
ENSG00000264681.1	chr9	69587378	69587444	-	67	0
ENSG00000181997.8	chr9	69633978	69650004	-	16027	0
ENSG00000176134.4	chr9	69650263	69660358	+	10096	0
ENSG00000225883.2	chr9	69718152	69721729	-	3578	0
ENSG00000235932.2	chr9	69749821	69750173	-	353	0
ENSG00000156755.9	chr9	69777099	69777953	-	855	0
ENSG00000239028.1	chr9	69821760	69821841	-	82	0
ENSG00000271225.1	chr9	69823283	69823847	-	565	0
ENSG00000197550.3	chr9	69830288	69848759	+	18472	0
ENSG00000223602.2	chr9	69891208	69901481	-	10274	0
ENSG00000206804.1	chr9	69892787	69892893	-	107	0
ENSG00000224599.1	chr9	70083601	70087216	-	3616	0
ENSG00000236252.2	chr9	70113593	70124467	-	10875	0
ENSG00000267085.1	chr9	70116128	70116383	-	256	0
ENSG00000204780.4	chr9	70143769	70144432	-	664	0
ENSG00000204779.2	chr9	70175707	70178815	-	3109	0
ENSG00000204778.4	chr9	70181520	70216621	-	35102	4
ENSG00000231701.1	chr9	70334349	70337925	-	3577	0
ENSG00000235893.5	chr9	70348573	70349113	+	541	0
ENSG00000237904.2	chr9	70366921	70367319	-	399	0
ENSG00000204776.5	chr9	70394238	70395090	-	853	0
ENSG00000184659.4	chr9	70426623	70429731	-	3109	0
ENSG00000147996.12	chr9	70432004	70497240	-	65237	26
ENSG00000269337.1	chr9	70646589	70648956	+	2368	0
ENSG00000233765.1	chr9	70662044	70663084	+	1041	0
ENSG00000223780.2	chr9	70727365	70734146	-	6782	0
ENSG00000226904.1	chr9	70843567	70844228	+	662	0
ENSG00000196873.11	chr9	70856397	70914929	+	58533	46
ENSG00000228537.1	chr9	70866135	70866572	-	438	0
ENSG00000187559.4	chr9	70917276	70920000	+	2725	0
ENSG00000234394.4	chr9	70921444	70945542	+	24099	0
ENSG00000225337.1	chr9	70922309	70923361	+	1053	0
ENSG00000154330.8	chr9	70943224	71145977	+	202754	22
ENSG00000224958.1	chr9	70970105	70972768	-	2664	0
ENSG00000233178.3	chr9	71010609	71021416	-	10808	0
ENSG00000229019.1	chr9	71041759	71044285	+	2527	0
ENSG00000181778.4	chr9	71151496	71155783	-	4288	0
ENSG00000226337.3	chr9	71155952	71259358	+	103407	1
ENSG00000234506.1	chr9	71158457	71161505	-	3049	0
ENSG00000224025.2	chr9	71224041	71226900	+	2860	0
ENSG00000107242.13	chr9	71320575	71624092	+	303518	38
ENSG00000187866.6	chr9	71394964	71398609	+	3646	0
ENSG00000236998.2	chr9	71403223	71404586	-	1364	0
ENSG00000236733.1	chr9	71437319	71458191	-	20873	0
ENSG00000207000.1	chr9	71550789	71550895	-	107	0
ENSG00000165059.5	chr9	71627469	71629039	-	1571	0
ENSG00000165060.7	chr9	71650175	71715094	+	64920	165
ENSG00000270236.1	chr9	71722842	71723133	-	292	0
ENSG00000119139.12	chr9	71736209	71870124	+	133916	208
ENSG00000269295.1	chr9	71869331	71869642	-	312	0
ENSG00000135063.13	chr9	71939488	72007371	+	67884	19
ENSG00000107282.5	chr9	72042446	72287222	-	244777	20
ENSG00000243888.1	chr9	72043164	72043637	-	474	0
ENSG00000229312.2	chr9	72087382	72109429	+	22048	1
ENSG00000261447.1	chr9	72287665	72288629	+	965	0
ENSG00000188647.8	chr9	72324438	72374875	-	50438	331
ENSG00000225626.2	chr9	72433899	72435655	-	1757	0
ENSG00000204711.4	chr9	72435709	72521148	+	85440	1
ENSG00000241174.2	chr9	72499279	72499566	-	288	0
ENSG00000165072.9	chr9	72658497	72841886	+	183390	2
ENSG00000204706.10	chr9	72700732	72790804	-	90073	5
ENSG00000222465.1	chr9	72803487	72803666	-	180	0
ENSG00000268364.1	chr9	72808913	72873782	-	64870	50
ENSG00000236801.1	chr9	72832111	72832584	+	474	0
ENSG00000198887.7	chr9	72873937	72969804	+	95868	377
ENSG00000239180.1	chr9	72926523	72926617	-	95	0
ENSG00000119138.3	chr9	72999503	73029540	-	30038	105
ENSG00000083067.18	chr9	73143979	74061820	-	917842	12
ENSG00000272232.1	chr9	73194081	73194377	-	297	0
ENSG00000232086.1	chr9	73322963	73327779	+	4817	0
ENSG00000223966.1	chr9	73340956	73345772	+	4817	0
ENSG00000207935.1	chr9	73424891	73425000	-	110	0
ENSG00000224437.2	chr9	73531913	73532417	-	505	0
ENSG00000229814.1	chr9	74204517	74204849	+	333	1
ENSG00000135048.9	chr9	74298282	74431606	-	133325	69
ENSG00000271166.1	chr9	74419199	74419742	+	544	0
ENSG00000107362.9	chr9	74477368	74525847	-	48480	147
ENSG00000200922.1	chr9	74517371	74517466	-	96	0
ENSG00000155621.10	chr9	74526426	74600970	+	74545	158
ENSG00000198100.1	chr9	74576256	74576469	-	214	0
ENSG00000236060.2	chr9	74622797	74623052	-	256	0
ENSG00000204669.5	chr9	74666292	74687733	-	21442	0
ENSG00000224820.2	chr9	74722734	74723228	-	495	0
ENSG00000119125.12	chr9	74729511	74872109	+	142599	1
ENSG00000235523.1	chr9	74872252	74872699	+	448	0
ENSG00000233933.2	chr9	74890369	74890889	+	521	0
ENSG00000252428.1	chr9	74914636	74914754	-	119	0
ENSG00000225434.2	chr9	74920346	74958126	+	37781	4
ENSG00000107372.8	chr9	74966341	74980163	-	13823	167
ENSG00000230003.2	chr9	75060670	75060885	-	216	0
ENSG00000225947.1	chr9	75085290	75085992	+	703	0
ENSG00000165091.11	chr9	75136717	75451267	+	314551	3
ENSG00000238402.1	chr9	75142152	75142255	+	104	0
ENSG00000236862.1	chr9	75270748	75271108	-	361	0
ENSG00000229753.1	chr9	75356068	75356533	-	466	0
ENSG00000236849.1	chr9	75486644	75489025	-	2382	0
ENSG00000165092.8	chr9	75515578	75695358	-	179781	2
ENSG00000228024.1	chr9	75657661	75671444	+	13784	0
ENSG00000135046.9	chr9	75766673	75785309	+	18637	33
ENSG00000221110.1	chr9	75906036	75906143	-	108	0
ENSG00000221844.2	chr9	76089294	76090989	-	1696	0
ENSG00000232590.1	chr9	76188531	76194414	+	5884	0
ENSG00000236701.3	chr9	76263744	76264755	+	1012	0
ENSG00000212454.1	chr9	76365888	76365993	-	106	0
ENSG00000223368.2	chr9	76485812	76488213	-	2402	0
ENSG00000227809.1	chr9	76986447	76998446	+	12000	0
ENSG00000224825.2	chr9	77100467	77114043	-	13577	3
ENSG00000198963.6	chr9	77112281	77308093	+	195813	18
ENSG00000119121.17	chr9	77337411	77503010	-	165600	37
ENSG00000202217.1	chr9	77414811	77415138	+	328	0
ENSG00000270954.1	chr9	77419389	77419689	+	301	0
ENSG00000252159.1	chr9	77462422	77462517	+	96	0
ENSG00000252758.1	chr9	77472591	77472697	+	107	0
ENSG00000224297.2	chr9	77550092	77550612	+	521	0
ENSG00000135045.6	chr9	77561497	77567802	-	6306	134
ENSG00000203321.2	chr9	77567884	77611209	+	43326	73
ENSG00000156017.8	chr9	77595936	77643339	-	47404	235
ENSG00000229587.2	chr9	77624744	77630952	-	6209	0
ENSG00000106733.16	chr9	77675489	77703133	-	27645	60
ENSG00000134996.11	chr9	77703459	77762181	+	58723	43
ENSG00000200041.1	chr9	77796436	77796537	-	102	0
ENSG00000212316.1	chr9	77812987	77813093	+	107	0
ENSG00000235707.2	chr9	78016805	78017908	-	1104	0
ENSG00000236376.1	chr9	78194585	78203464	+	8880	0
ENSG00000238598.1	chr9	78291823	78291928	+	106	0
ENSG00000264310.1	chr9	78338661	78338746	-	86	0
ENSG00000234644.2	chr9	78339138	78339491	-	354	0
ENSG00000099139.9	chr9	78505560	78977255	+	471696	213
ENSG00000238826.1	chr9	78527369	78527465	+	97	0
ENSG00000231137.1	chr9	78901410	78902997	-	1588	0
ENSG00000135002.7	chr9	79000433	79009433	-	9001	58
ENSG00000234618.1	chr9	79013615	79014502	+	888	2
ENSG00000187210.8	chr9	79034752	79122332	+	87581	45
ENSG00000233814.1	chr9	79034850	79035547	+	698	0
ENSG00000219149.4	chr9	79164198	79164687	-	490	0
ENSG00000241781.2	chr9	79186731	79186787	+	57	0
ENSG00000106772.13	chr9	79226292	79521003	-	294712	39
ENSG00000265488.1	chr9	79281002	79281087	+	86	0
ENSG00000225937.1	chr9	79379352	79402485	+	23134	0
ENSG00000230335.1	chr9	79546177	79546982	-	806	0
ENSG00000236604.1	chr9	79585238	79585944	+	707	0
ENSG00000229857.1	chr9	79607015	79608024	+	1010	0
ENSG00000204612.1	chr9	79634571	79635869	+	1299	0
ENSG00000232851.2	chr9	79655317	79655589	+	273	0
ENSG00000233526.1	chr9	79687016	79688211	+	1196	0
ENSG00000232998.1	chr9	79791672	79792910	-	1239	0
ENSG00000197969.7	chr9	79792269	80036457	+	244189	1222
ENSG00000156049.6	chr9	80037995	80263223	-	225229	4
ENSG00000231373.1	chr9	80071211	80141613	+	70403	0
ENSG00000228248.1	chr9	80195161	80195544	+	384	0
ENSG00000201711.1	chr9	80250119	80250225	-	107	0
ENSG00000156052.6	chr9	80331003	80646374	-	315372	323
ENSG00000233457.1	chr9	80765448	80766109	-	662	0
ENSG00000222452.1	chr9	80780381	80780694	+	314	0
ENSG00000233947.1	chr9	80793179	80794428	+	1250	0
ENSG00000228781.1	chr9	80795130	80795609	-	480	0
ENSG00000234819.1	chr9	80834036	80834273	+	238	0
ENSG00000148019.8	chr9	80850978	80894606	+	43629	453
ENSG00000135069.9	chr9	80912059	80945009	+	32951	237
ENSG00000270627.1	chr9	81204074	81204455	+	382	0
ENSG00000237257.1	chr9	81356636	81357660	-	1025	0
ENSG00000226234.2	chr9	81651329	81652484	-	1156	0
ENSG00000260995.1	chr9	81750337	81760589	-	10253	0
ENSG00000186940.6	chr9	82006219	82006674	+	456	0
ENSG00000233086.3	chr9	82120719	82147257	-	26539	2
ENSG00000106829.14	chr9	82186688	82341658	+	154971	933
ENSG00000240979.1	chr9	82340984	82341236	+	253	0
ENSG00000270691.1	chr9	82465786	82466413	+	628	0
ENSG00000238002.2	chr9	82477934	82481790	+	3857	0
ENSG00000232494.1	chr9	82489611	82501593	-	11983	0
ENSG00000260564.1	chr9	82503916	82506922	+	3007	0
ENSG00000230945.1	chr9	82645494	82649470	+	3977	0
ENSG00000236521.1	chr9	82971944	82975253	-	3310	0
ENSG00000232981.1	chr9	83178486	83179545	-	1060	0
ENSG00000225901.1	chr9	83179947	83180877	-	931	0
ENSG00000221581.1	chr9	83349157	83349244	-	88	0
ENSG00000234637.1	chr9	83397253	83397685	-	433	0
ENSG00000226798.1	chr9	83484673	83486210	-	1538	0
ENSG00000228375.1	chr9	84025194	84025545	+	352	0
ENSG00000237072.1	chr9	84103223	84103752	+	530	0
ENSG00000196781.9	chr9	84198598	84304220	-	105623	278
ENSG00000233926.1	chr9	84304628	84391815	+	87188	6
ENSG00000207206.1	chr9	84340158	84340264	-	107	0
ENSG00000263404.1	chr9	84420911	84420996	-	86	0
ENSG00000252167.1	chr9	84500411	84500513	+	103	0
ENSG00000200969.1	chr9	84503833	84503900	+	68	0
ENSG00000240632.2	chr9	84528352	84534841	+	6490	0
ENSG00000230846.1	chr9	84542936	84546283	-	3348	0
ENSG00000189357.4	chr9	84543398	84549913	+	6516	0
ENSG00000267559.1	chr9	84545141	84592004	-	46864	1
ENSG00000186788.8	chr9	84558474	84565009	+	6536	0
ENSG00000237770.1	chr9	84583753	84586985	+	3233	0
ENSG00000214929.3	chr9	84603687	84610171	+	6485	0
ENSG00000231649.2	chr9	84672562	84678597	-	6036	0
ENSG00000230360.1	chr9	84701070	84703683	-	2614	2
ENSG00000235377.1	chr9	84745667	84746547	+	881	0
ENSG00000228430.4	chr9	84887671	85179347	+	291677	2
ENSG00000225085.1	chr9	85020103	85021154	+	1052	0
ENSG00000228046.2	chr9	85042265	85042940	-	676	0
ENSG00000228123.4	chr9	85046804	85047820	-	1017	0
ENSG00000232749.1	chr9	85068260	85070140	+	1881	0
ENSG00000233309.1	chr9	85358982	85359707	-	726	0
ENSG00000165105.9	chr9	85594500	85678092	-	83593	113
ENSG00000251776.1	chr9	85815855	85816143	-	289	0
ENSG00000229109.1	chr9	85834246	85849157	+	14912	0
ENSG00000172159.11	chr9	85857905	86153461	-	295557	22
ENSG00000251752.1	chr9	85890856	85891029	+	174	0
ENSG00000237529.1	chr9	85891291	85894414	+	3124	2
ENSG00000238608.1	chr9	86067188	86067290	+	103	0
ENSG00000252256.1	chr9	86096182	86096252	+	71	0
ENSG00000199483.1	chr9	86211359	86211499	-	141	0
ENSG00000148057.11	chr9	86237964	86259045	+	21082	11
ENSG00000135018.9	chr9	86274878	86323118	-	48241	372
ENSG00000254473.1	chr9	86322509	86328293	+	5785	4
ENSG00000165113.8	chr9	86354336	86444431	-	90096	275
ENSG00000226877.3	chr9	86444571	86452776	+	8206	0
ENSG00000231616.4	chr9	86446501	86483335	+	36835	7
ENSG00000165115.10	chr9	86451613	86536342	-	84730	109
ENSG00000165118.10	chr9	86553226	86571901	-	18676	23
ENSG00000165119.14	chr9	86582998	86595569	-	12572	1756
ENSG00000207603.1	chr9	86584663	86584772	-	110	0
ENSG00000235298.1	chr9	86587148	86590692	+	3545	28
ENSG00000178966.11	chr9	86595626	86618985	+	23360	99
ENSG00000202523.1	chr9	86607847	86607948	+	102	0
ENSG00000227463.2	chr9	86678358	86709492	+	31135	0
ENSG00000270166.1	chr9	86693499	86693772	+	274	0
ENSG00000197506.6	chr9	86890372	86955672	-	65301	0
ENSG00000233262.1	chr9	86893134	86905046	+	11913	0
ENSG00000228095.2	chr9	87219026	87219344	-	319	0
ENSG00000148053.11	chr9	87283466	87638505	+	355040	4
ENSG00000226590.1	chr9	87774597	87774865	+	269	0
ENSG00000227412.1	chr9	88107494	88109009	+	1516	0
ENSG00000135049.11	chr9	88161455	88356944	-	195490	551
ENSG00000234424.1	chr9	88368221	88401490	+	33270	7
ENSG00000229454.1	chr9	88370957	88380027	-	9071	0
ENSG00000230303.1	chr9	88400637	88408395	-	7759	4
ENSG00000165121.10	chr9	88430881	88464426	+	33546	62
ENSG00000213711.3	chr9	88513818	88514631	+	814	0
ENSG00000231741.2	chr9	88549503	88551514	+	2012	0
ENSG00000135040.11	chr9	88556061	88637213	+	81153	310
ENSG00000135052.12	chr9	88641061	88715088	-	74028	193
ENSG00000233713.2	chr9	88747537	88747766	+	230	0
ENSG00000187753.8	chr9	88835180	88874572	-	39393	2
ENSG00000270688.1	chr9	88843730	88843898	+	169	0
ENSG00000223012.1	chr9	88873273	88873561	-	289	0
ENSG00000135070.9	chr9	88879461	88897676	-	18216	79
ENSG00000083223.13	chr9	88902648	88969369	-	66722	136
ENSG00000214908.3	chr9	88989881	88990621	-	741	0
ENSG00000235819.1	chr9	89029197	89029485	+	289	0
ENSG00000222293.1	chr9	89037853	89038043	-	191	0
ENSG00000232211.1	chr9	89247062	89311411	+	64350	3
ENSG00000180447.5	chr9	89559279	89562104	-	2826	73
ENSG00000226237.1	chr9	89563614	89616948	+	53335	4
ENSG00000269994.1	chr9	89623370	89657041	-	33672	41
ENSG00000231007.4	chr9	89626567	89628066	+	1500	6
ENSG00000224887.1	chr9	89699076	89700066	-	991	0
ENSG00000204446.2	chr9	89763559	89774471	+	10913	0
ENSG00000212421.1	chr9	89875365	89875500	+	136	0
ENSG00000228373.2	chr9	90038549	90038808	+	260	0
ENSG00000196730.8	chr9	90112143	90323548	+	211406	282
ENSG00000219928.2	chr9	90140217	90140390	+	174	0
ENSG00000236709.1	chr9	90168369	90169374	+	1006	0
ENSG00000135047.10	chr9	90340434	90346308	+	5875	89
ENSG00000237747.1	chr9	90356148	90356868	+	721	0
ENSG00000222408.1	chr9	90359816	90359908	-	93	0
ENSG00000188029.4	chr9	90387368	90401799	+	14432	0
ENSG00000232743.2	chr9	90431380	90432885	+	1506	0
ENSG00000237743.2	chr9	90441402	90452140	-	10739	0
ENSG00000234575.1	chr9	90459067	90462229	+	3163	0
ENSG00000233884.1	chr9	90463028	90468357	-	5330	0
ENSG00000214888.2	chr9	90471930	90474314	-	2385	0
ENSG00000234460.1	chr9	90479081	90481205	+	2125	0
ENSG00000177992.9	chr9	90497741	90503814	+	6074	0
ENSG00000230246.3	chr9	90529408	90538572	+	9165	0
ENSG00000238110.1	chr9	90559191	90559938	-	748	0
ENSG00000156345.13	chr9	90581356	90589668	-	8313	40
ENSG00000271923.1	chr9	90613144	90613250	-	107	0
ENSG00000217716.3	chr9	90631215	90631708	+	494	2
ENSG00000225385.3	chr9	90681830	90682952	+	1123	0
ENSG00000177910.6	chr9	90744220	90753361	-	9142	0
ENSG00000204429.4	chr9	90795588	90796362	+	775	0
ENSG00000229288.1	chr9	90802650	90805117	-	2468	0
ENSG00000226327.3	chr9	90939369	90940254	+	886	0
ENSG00000252299.1	chr9	90989184	90989274	+	91	0
ENSG00000106723.12	chr9	91003334	91093609	+	90276	447
ENSG00000227638.2	chr9	91025444	91026378	-	935	0
ENSG00000231804.1	chr9	91099767	91100240	-	474	0
ENSG00000130045.11	chr9	91150016	91199189	+	49174	3
ENSG00000228189.4	chr9	91242104	91267075	-	24972	0
ENSG00000265873.1	chr9	91360751	91360820	-	70	0
ENSG00000225856.2	chr9	91585802	91586256	-	455	0
ENSG00000228658.1	chr9	91586553	91591213	+	4661	0
ENSG00000186354.6	chr9	91605778	91611055	+	5278	0
ENSG00000213694.3	chr9	91606362	91619925	+	13564	14
ENSG00000231632.1	chr9	91624949	91625393	-	445	0
ENSG00000148082.5	chr9	91628060	91793682	-	165623	9
ENSG00000224945.1	chr9	91703519	91724849	-	21331	0
ENSG00000123975.4	chr9	91926113	91931618	+	5506	496
ENSG00000265112.1	chr9	91927140	91927221	+	82	0
ENSG00000187742.10	chr9	91933421	91974557	+	41137	497
ENSG00000187764.7	chr9	91975702	92113045	-	137344	131
ENSG00000231799.2	chr9	92064473	92065669	+	1197	1
ENSG00000225460.1	chr9	92087152	92087607	+	456	0
ENSG00000264913.1	chr9	92112853	92112936	+	84	0
ENSG00000130222.6	chr9	92219928	92221470	+	1543	22
ENSG00000237372.1	chr9	92316566	92334585	+	18020	0
ENSG00000226206.1	chr9	92501142	92523200	+	22059	0
ENSG00000236507.1	chr9	92503174	92504508	-	1335	0
ENSG00000237626.1	chr9	92740564	92749768	+	9205	0
ENSG00000227555.1	chr9	92782936	92803781	-	20846	0
ENSG00000263967.1	chr9	92785723	92785817	-	95	0
ENSG00000234910.2	chr9	92843579	92844851	-	1273	0
ENSG00000185074.7	chr9	92978321	92979206	+	886	0
ENSG00000225072.1	chr9	92994467	92995423	+	957	0
ENSG00000231107.1	chr9	93063184	93195787	-	132604	13
ENSG00000229613.1	chr9	93225806	93345026	-	119221	0
ENSG00000165023.5	chr9	93372114	93405386	-	33273	0
ENSG00000236316.2	chr9	93504808	93505662	-	855	0
ENSG00000270432.1	chr9	93513522	93514512	-	991	0
ENSG00000165025.10	chr9	93564069	93660831	+	96763	48
ENSG00000228216.1	chr9	93719542	93727675	-	8134	0
ENSG00000260454.1	chr9	93759336	93764153	+	4818	0
ENSG00000230537.1	chr9	93867239	93869586	-	2348	1
ENSG00000229694.2	chr9	93881344	93945044	+	63701	4
ENSG00000237422.1	chr9	93881420	93925369	-	43950	5
ENSG00000235641.3	chr9	93921855	93927858	+	6004	0
ENSG00000230147.2	chr9	93931867	93932327	-	461	0
ENSG00000273381.1	chr9	93968457	93972581	-	4125	0
ENSG00000148090.7	chr9	93976097	94124195	-	148099	365
ENSG00000165030.3	chr9	94171327	94186144	-	14818	49
ENSG00000233081.1	chr9	94188520	94189426	+	907	0
ENSG00000169071.10	chr9	94325373	94712444	-	387072	194
ENSG00000228595.1	chr9	94373625	94374774	+	1150	0
ENSG00000266855.1	chr9	94398533	94398643	+	111	0
ENSG00000227399.1	chr9	94768344	94768826	+	483	0
ENSG00000237306.1	chr9	94789780	94790106	+	327	0
ENSG00000090054.9	chr9	94794281	94877666	-	83386	254
ENSG00000232179.1	chr9	94871140	94871271	+	132	0
ENSG00000228069.1	chr9	94871295	94872377	+	1083	0
ENSG00000238288.1	chr9	94872450	94872796	+	347	0
ENSG00000240791.1	chr9	94872857	94873150	+	294	0
ENSG00000227321.2	chr9	94873147	94874179	+	1033	0
ENSG00000234537.1	chr9	94894680	94900911	+	6232	11
ENSG00000225511.2	chr9	94903580	94922396	+	18817	2
ENSG00000238996.1	chr9	94907365	94907468	-	104	0
ENSG00000236717.2	chr9	94912664	94919727	-	7064	0
ENSG00000224809.2	chr9	94933523	94935776	+	2254	0
ENSG00000236115.1	chr9	94967638	94972440	+	4803	0
ENSG00000196305.13	chr9	94972489	95056038	-	83550	1735
ENSG00000239183.1	chr9	95054743	95054875	-	133	0
ENSG00000198000.7	chr9	95059640	95087918	-	28279	483
ENSG00000188312.9	chr9	95087766	95382815	+	295050	804
ENSG00000229530.1	chr9	95101940	95103945	-	2006	0
ENSG00000106809.6	chr9	95146249	95166978	-	20730	49
ENSG00000127083.7	chr9	95176527	95186743	-	10217	13
ENSG00000106819.7	chr9	95218487	95244788	-	26302	40
ENSG00000106823.8	chr9	95256365	95298937	-	42573	11
ENSG00000264158.1	chr9	95290266	95290340	-	75	0
ENSG00000225551.1	chr9	95301335	95301466	-	132	0
ENSG00000127080.5	chr9	95375466	95432547	-	57082	236
ENSG00000213669.2	chr9	95439225	95439689	-	465	4
ENSG00000185963.9	chr9	95473645	95527094	-	53450	177
ENSG00000187984.8	chr9	95571670	95650975	+	79306	770
ENSG00000252772.1	chr9	95583259	95583361	+	103	0
ENSG00000226721.2	chr9	95599108	95599950	-	843	24
ENSG00000127081.9	chr9	95607874	95640304	-	32431	133
ENSG00000226668.1	chr9	95644849	95661890	+	17042	0
ENSG00000232843.2	chr9	95655980	95656787	-	808	0
ENSG00000188101.5	chr9	95675438	95683842	+	8405	4
ENSG00000127084.13	chr9	95709733	95798518	+	88786	14
ENSG00000157303.6	chr9	95820989	95847420	+	26432	3
ENSG00000223446.1	chr9	95857221	95857811	-	591	0
ENSG00000165233.13	chr9	95858500	95875565	+	17066	132
ENSG00000131669.5	chr9	95883771	95896570	-	12800	39
ENSG00000203364.2	chr9	95909322	95910838	+	1517	0
ENSG00000165238.12	chr9	95947198	96082854	+	135657	435
ENSG00000204352.2	chr9	96080481	96108696	-	28216	7
ENSG00000200570.1	chr9	96137838	96137949	+	112	0
ENSG00000201074.1	chr9	96180137	96180248	+	112	0
ENSG00000237385.1	chr9	96192624	96193581	-	958	0
ENSG00000227603.1	chr9	96197614	96199403	-	1790	13
ENSG00000188938.11	chr9	96208776	96215874	-	7099	125
ENSG00000048828.12	chr9	96214004	96328397	+	114394	851
ENSG00000263875.1	chr9	96327975	96328082	-	108	7
ENSG00000197724.6	chr9	96338689	96441869	+	103181	145
ENSG00000265347.1	chr9	96581639	96581703	+	65	0
ENSG00000231990.1	chr9	96619365	96620615	+	1251	0
ENSG00000131668.9	chr9	96713905	96717654	-	3750	7
ENSG00000235601.1	chr9	96717879	96721422	+	3544	4
ENSG00000158079.10	chr9	96793076	96872138	+	79063	210
ENSG00000227666.1	chr9	96800312	96800627	+	316	0
ENSG00000269946.1	chr9	96928571	96962909	+	34339	140
ENSG00000199165.2	chr9	96938234	96938325	+	92	0
ENSG00000199072.1	chr9	96938629	96938715	+	87	0
ENSG00000269929.1	chr9	96938740	96940174	+	1435	0
ENSG00000230262.2	chr9	96938884	96966850	-	27967	14
ENSG00000199133.1	chr9	96941116	96941202	+	87	0
ENSG00000238792.1	chr9	96995760	96995863	+	104	0
ENSG00000252723.1	chr9	97007971	97008041	+	71	0
ENSG00000175787.12	chr9	97021593	97063736	+	42144	179
ENSG00000237679.2	chr9	97049981	97050832	-	852	0
ENSG00000130950.9	chr9	97077605	97090926	-	13322	0
ENSG00000232063.1	chr9	97094758	97123230	+	28473	5
ENSG00000224815.3	chr9	97100629	97101015	-	387	0
ENSG00000148110.11	chr9	97136833	97223324	+	86492	440
ENSG00000224245.1	chr9	97258557	97275161	+	16605	0
ENSG00000202445.1	chr9	97270020	97270126	+	107	0
ENSG00000231806.2	chr9	97317351	97330409	+	13059	4
ENSG00000130957.4	chr9	97321002	97356075	-	35074	0
ENSG00000165140.5	chr9	97365415	97402531	-	37117	1
ENSG00000148120.10	chr9	97488983	97849441	+	360459	546
ENSG00000252153.1	chr9	97572244	97572339	+	96	0
ENSG00000230815.1	chr9	97586554	97587055	+	502	0
ENSG00000236095.1	chr9	97662711	97667036	+	4326	0
ENSG00000224764.1	chr9	97690833	97697228	-	6396	7
ENSG00000207563.1	chr9	97847490	97847586	+	97	0
ENSG00000207864.1	chr9	97847727	97847823	+	97	0
ENSG00000207617.2	chr9	97848296	97848376	-	81	0
ENSG00000158169.7	chr9	97861336	98079991	-	218656	284
